0 -0.764967 0.0033283
1 -0.764934 0.00316099
2 -0.764599 0.00329304
3 -0.765013 0.00342275
4 -0.765696 0.00346771
5 -0.766509 0.00347077
6 -0.766294 0.00352807
7 -0.766935 0.00357407
8 -0.766986 0.00367497
9 -0.767646 0.00376765
10 -0.767849 0.00391885
11 -0.767733 0.00396128
12 -0.767847 0.00364958
13 -0.767648 0.00365809
14 -0.768354 0.0037885
15 -0.768972 0.00372506
16 -0.769557 0.0038148
17 -0.770285 0.00360867
18 -0.769316 0.00355424
19 -0.768968 0.00356496
20 -0.769589 0.00350856
21 -0.7686 0.00360573
22 -0.768668 0.00352643
23 -0.768931 0.00361342
24 -0.768629 0.00383592
25 -0.768451 0.00388955
26 -0.768073 0.00383973
27 -0.768276 0.00388976
28 -0.768043 0.0037978
29 -0.768227 0.00371552
30 -0.767895 0.00366627
31 -0.767486 0.00369229
32 -0.767941 0.00370426
33 -0.767621 0.00376504
34 -0.767641 0.00369156
35 -0.766574 0.00366571
36 -0.76668 0.00363364
37 -0.76607 0.00362123
38 -0.766138 0.00344086
39 -0.766746 0.00344395
40 -0.766968 0.00331817
41 -0.766784 0.00338455
42 -0.767985 0.00354042
43 -0.767922 0.00363476
44 -0.767564 0.00360831
45 -0.767565 0.00353193
46 -0.767476 0.00348841
47 -0.768049 0.00346082
48 -0.767769 0.00333351
49 -0.767859 0.00330885
50 -0.76774 0.00339547
51 -0.767047 0.00331911
52 -0.76787 0.00342645
53 -0.768351 0.00361051
54 -0.767755 0.00340564
55 -0.767639 0.00346305
56 -0.768293 0.00347621
57 -0.767968 0.00332598
58 -0.768266 0.00325213
59 -0.769326 0.00311857
60 -0.769141 0.00300734
61 -0.769195 0.00289857
62 -0.769042 0.00293402
63 -0.768416 0.00305296
64 -0.768367 0.00322849
65 -0.768068 0.00309206
66 -0.768198 0.00308431
67 -0.767755 0.0029333
68 -0.767229 0.0028539
69 -0.766939 0.00290337
70 -0.766946 0.00297931
71 -0.766524 0.00288378
72 -0.766945 0.00297387
73 -0.767094 0.00287257
74 -0.76679 0.00309842
75 -0.766883 0.00303202
76 -0.767166 0.00324229
77 -0.766115 0.00317581
78 -0.765781 0.00316014
79 -0.766092 0.00316593
80 -0.766974 0.00314956
81 -0.767261 0.00319676
82 -0.767139 0.00319332
83 -0.767065 0.00312242
84 -0.766968 0.00315985
85 -0.767259 0.00320105
86 -0.766588 0.00326983
87 -0.766728 0.00302723
88 -0.766897 0.00298373
89 -0.766923 0.0030291
90 -0.767303 0.00295545
91 -0.76693 0.00307642
92 -0.766517 0.00307549
93 -0.766394 0.00304793
94 -0.76667 0.00298207
95 -0.766995 0.00294905
96 -0.767409 0.00277601
97 -0.767401 0.00279266
98 -0.767533 0.00276046
99 -0.767481 0.00282254
100 -0.768868 0.00307164
101 -0.769016 0.00306913
102 -0.768707 0.00321732
103 -0.768727 0.00320019
104 -0.76815 0.00314973
105 -0.768198 0.00300329
106 -0.768195 0.00308693
107 -0.767859 0.00314954
108 -0.76718 0.00307057
109 -0.767837 0.00313784
110 -0.767915 0.00310781
111 -0.767927 0.00319675
112 -0.768504 0.00325612
113 -0.768442 0.00310399
114 -0.768228 0.00311838
115 -0.768733 0.00309384
116 -0.76862 0.00314302
117 -0.769016 0.00305136
118 -0.768241 0.00313057
119 -0.768177 0.0031692
120 -0.768447 0.00331403
121 -0.769192 0.00335746
122 -0.76861 0.00314707
123 -0.768819 0.00329833
124 -0.769207 0.00326071
125 -0.768697 0.00330464
126 -0.768369 0.00349141
127 -0.76856 0.00353102
128 -0.768498 0.00358887
129 -0.768895 0.00370875
130 -0.770145 0.00359136
131 -0.770628 0.0035597
132 -0.770963 0.00345585
133 -0.771026 0.00337127
134 -0.770521 0.00334369
135 -0.770865 0.00345996
136 -0.77077 0.00345049
137 -0.771195 0.00347337
138 -0.770815 0.00337495
139 -0.771447 0.00333571
140 -0.771999 0.00320592
141 -0.772565 0.00340275
142 -0.772479 0.00344449
143 -0.772622 0.00337914
144 -0.772328 0.00325849
145 -0.77292 0.00338422
146 -0.773184 0.00330814
147 -0.773125 0.0031949
148 -0.773126 0.00321138
149 -0.772838 0.00324734
150 -0.772768 0.00328923
151 -0.772536 0.00317237
152 -0.772723 0.00330021
153 -0.772519 0.00325238
154 -0.772258 0.00335764
155 -0.771864 0.00326387
156 -0.771667 0.00337079
157 -0.771618 0.00344197
158 -0.77104 0.00346905
159 -0.77143 0.00337326
160 -0.77105 0.0033467
161 -0.77107 0.00340885
162 -0.771434 0.00334694
163 -0.771753 0.0033467
164 -0.772021 0.00332892
165 -0.772284 0.00353584
