1    6    10    21    13    4    9    2    24    17    7    18    3    19    16    8    12    25    11    26    23    15    27    28    14    29    5    31    22    32    30    20    
1    30    4    15    25    3    17    18    14    27    5    32    6    20    12    7    22    29    26    24    10    9    13    19    23    11    8    28    21    31    2    16    
1    12    31    14    2    21    27    29    15    4    26    8    22    20    18    10    24    17    5    3    11    6    28    9    19    23    32    16    13    25    7    30    
1    17    14    16    8    29    23    31    12    21    19    5    25    20    32    18    10    26    6    11    9    7    15    3    13    28    24    27    2    4    22    30    
1    28    29    8    18    31    7    2    3    4    23    32    30    20    9    26    14    16    13    25    5    11    10    24    6    27    19    21    17    22    12    15    
1    31    22    32    2    16    3    14    17    5    13    19    6    10    26    18    28    27    29    25    21    20    23    4    30    7    24    8    11    9    15    12    
1    18    12    26    31    10    9    20    23    4    22    2    30    7    32    15    24    11    17    21    19    29    27    3    13    28    5    25    16    14    8    6    
1    31    15    22    23    32    30    7    4    17    13    27    29    19    2    25    5    16    9    3    6    28    10    8    11    24    26    12    20    21    14    18    
1    8    11    24    6    13    28    25    27    5    19    29    16    15    12    26    10    9    3    17    14    21    2    22    32    4    20    30    7    23    31    18    
1    18    31    15    12    20    23    21    2    22    4    32    30    7    17    16    3    25    29    19    27    5    13    6    28    9    14    8    10    26    11    24    
1    18    31    12    20    4    23    32    7    30    22    21    2    9    26    10    28    6    13    5    25    27    29    19    17    3    14    16    11    24    8    15    
1    31    15    18    26    10    11    24    8    9    19    29    6    28    5    25    27    13    17    3    16    14    21    2    22    7    32    23    4    30    20    12    
1    26    24    10    8    11    28    14    17    16    3    9    13    6    25    5    27    29    19    21    2    22    23    4    7    30    32    20    15    12    31    18    
1    18    12    15    26    10    24    9    16    14    3    17    8    11    28    6    13    25    5    27    29    19    21    2    22    23    30    7    4    32    20    31    
1    18    31    26    8    11    9    10    24    28    5    6    13    16    3    14    17    19    29    27    25    21    2    22    4    23    32    30    7    20    12    15    
1    9    24    8    26    10    11    28    6    25    29    19    5    27    13    16    3    14    17    21    2    4    23    7    30    32    22    20    12    15    31    18    
1    31    26    14    3    16    9    8    10    24    11    28    6    13    25    5    27    29    19    17    21    2    22    23    32    4    30    7    20    15    12    18    
1    26    10    8    24    11    28    6    13    17    25    5    27    29    19    3    16    9    14    2    21    22    23    32    4    7    30    20    18    12    31    15    
1    18    26    10    11    24    8    9    28    6    13    5    27    29    19    25    17    3    16    14    21    2    22    32    7    30    4    23    20    15    12    31    
1    18    31    12    15    26    10    11    8    24    28    6    13    25    5    27    29    19    17    3    9    16    14    21    2    22    32    4    23    7    30    20    
1    15    9    8    26    10    24    11    28    6    13    25    5    19    29    27    17    16    3    14    21    2    22    30    7    32    4    23    20    31    12    18    
1    31    18    26    10    8    9    24    11    28    6    13    25    5    27    29    19    17    14    3    16    21    2    22    4    7    30    32    23    20    15    12    
1    31    18    15    12    20    4    30    7    32    23    22    2    21    14    3    16    17    19    29    5    27    25    13    6    28    11    24    10    26    9    8    
1    18    31    26    10    8    24    11    28    6    13    25    5    27    29    19    17    14    16    9    3    21    2    22    7    30    32    4    23    20    12    15    
1    31    12    15    20    23    4    30    7    32    22    21    2    14    16    3    17    19    29    27    5    25    13    6    28    8    9    24    11    10    26    18    
1    12    15    9    8    26    10    24    11    28    6    13    25    5    27    29    19    17    3    16    14    21    2    22    32    4    7    30    23    20    31    18    
1    31    26    10    8    9    24    11    28    6    13    25    5    27    29    19    17    3    16    14    2    21    22    32    7    30    4    23    20    15    12    18    
1    18    31    12    15    20    4    7    32    23    30    22    2    21    14    16    3    17    19    29    27    5    25    13    6    28    11    24    9    8    10    26    
1    12    15    26    24    9    8    10    11    28    6    13    25    5    27    29    19    17    16    3    14    21    2    22    32    30    7    4    23    20    31    18    
1    18    31    12    15    20    23    4    7    30    32    22    2    21    14    9    3    16    17    19    29    27    5    25    13    6    28    11    24    8    10    26    
1    18    26    10    8    9    24    11    28    6    13    25    5    27    29    19    17    16    3    14    21    2    22    23    4    32    30    7    20    15    12    31    
1    26    9    8    10    24    11    28    6    13    25    5    27    29    19    17    16    3    14    21    2    22    32    23    4    30    7    20    15    12    18    31    
1    15    12    26    9    8    10    24    11    28    6    13    25    5    27    29    19    17    16    3    14    21    2    22    23    32    7    30    4    20    31    18    
