1    32    8    2    14    27    6    17    20    4    7    21    29    22    23    11    28    13    25    5    18    31    15    12    10    24    19    26    30    16    9    3    
1    32    8    2    14    27    6    17    20    4    7    21    29    22    23    11    28    13    25    5    18    31    15    12    10    24    3    16    9    19    30    26    
1    3    16    14    27    6    17    8    2    9    19    30    32    20    4    7    21    29    22    23    11    28    13    25    5    18    31    15    12    10    24    26    
1    3    16    14    25    6    17    8    2    9    19    30    32    20    4    7    21    29    22    23    11    28    13    27    5    18    31    15    12    10    24    26    
1    3    16    14    25    6    17    8    2    9    19    30    32    20    4    7    21    29    22    23    11    28    13    27    5    18    31    15    12    10    24    26    
1    18    31    15    12    10    17    8    2    9    19    30    32    20    4    7    21    29    22    23    11    28    13    27    5    3    16    14    25    6    24    26    
1    18    31    15    12    10    17    8    2    9    19    30    32    20    4    7    21    29    22    23    11    28    13    27    5    14    3    16    25    6    24    26    
1    18    31    15    12    10    17    8    2    9    19    29    22    23    11    28    13    27    5    14    3    30    32    20    4    7    21    16    25    6    24    26    
1    18    31    15    12    10    17    8    2    9    19    29    22    23    11    28    13    27    5    14    3    30    32    20    4    7    21    16    25    6    24    26    
1    2    21    5    27    13    28    19    30    32    20    4    7    22    23    11    8    17    29    6    14    25    16    3    9    18    31    15    12    10    24    26    
1    18    31    15    12    24    6    25    16    14    29    17    8    11    23    22    7    4    20    32    30    19    28    13    27    5    21    2    3    9    10    26    
1    18    31    15    12    10    3    16    14    2    21    5    27    13    28    19    30    32    20    4    7    22    23    11    8    17    29    6    25    9    24    26    
1    18    31    15    12    10    3    16    14    2    21    5    27    13    28    19    17    29    6    25    30    32    20    4    7    22    23    11    8    9    24    26    
1    18    31    15    12    26    3    16    14    2    21    5    27    13    28    19    17    29    6    25    30    32    20    4    7    22    23    11    8    9    24    10    
1    18    31    15    12    26    3    16    14    2    21    5    27    13    28    19    17    29    6    25    30    32    20    4    7    22    23    9    8    10    11    24    
1    18    31    15    12    26    3    16    14    2    21    5    27    13    28    19    17    29    6    25    30    32    20    4    7    22    23    9    8    10    11    24    
1    18    31    15    12    26    3    16    14    2    21    5    27    13    28    17    19    29    6    25    30    32    20    4    7    22    23    9    8    10    11    24    
1    18    31    15    12    26    3    16    14    2    21    5    27    13    28    17    19    29    6    25    30    32    7    4    20    22    23    9    8    10    11    24    
1    18    31    15    12    26    3    16    14    2    21    5    27    13    28    17    19    29    6    25    30    32    7    4    20    22    23    9    8    10    11    24    
1    18    31    12    15    26    3    16    14    2    21    5    27    13    28    17    19    29    6    25    30    32    7    4    20    22    23    9    8    10    11    24    
1    18    31    12    15    26    3    16    14    2    21    5    27    13    28    17    19    29    6    25    30    4    32    7    20    22    23    9    8    10    11    24    
1    18    31    12    15    26    3    16    14    28    17    19    29    6    25    30    4    32    7    20    22    23    2    21    5    27    13    9    8    10    11    24    
1    18    31    12    15    26    3    16    14    28    17    19    29    6    25    30    4    32    7    20    22    23    2    21    5    27    13    9    8    10    11    24    
1    18    31    12    15    26    3    16    14    28    17    19    29    6    25    30    4    32    7    20    22    23    2    21    5    27    13    9    8    10    11    24    
1    18    31    12    15    26    3    16    14    28    17    19    29    6    25    30    4    32    7    20    22    23    2    21    5    27    13    9    8    10    11    24    
1    18    31    12    15    26    14    16    3    28    17    19    29    6    25    30    4    32    7    20    22    23    2    21    5    27    13    9    8    10    11    24    
1    18    31    12    15    26    3    16    14    28    17    19    29    6    25    20    4    32    7    30    22    23    2    21    5    27    13    9    8    10    11    24    
1    18    31    12    15    26    28    16    3    14    17    19    29    6    25    30    4    32    7    20    22    23    2    21    5    27    13    9    8    10    11    24    
1    18    31    12    15    26    3    16    14    28    17    19    29    27    25    20    4    32    7    30    22    23    2    21    5    6    13    9    8    10    11    24    
1    18    31    12    15    26    3    16    14    28    17    19    29    27    25    20    4    32    7    30    22    23    2    21    5    6    13    9    8    10    11    24    
1    18    31    12    15    26    28    16    3    14    17    19    29    27    25    20    4    32    7    30    22    23    2    21    5    6    13    9    8    10    11    24    
1    18    31    12    15    26    28    16    3    14    17    19    29    27    25    20    4    32    7    30    22    23    2    21    5    6    13    9    8    10    11    24    
1    18    31    12    15    26    28    24    11    10    8    9    13    6    5    21    2    23    22    30    7    32    4    20    25    27    29    19    17    14    3    16    
1    18    31    12    15    26    28    24    11    10    8    9    13    6    5    21    2    23    22    30    7    32    4    20    25    27    29    19    17    3    16    14    
1    18    31    12    15    26    28    24    11    10    8    9    13    6    5    21    2    23    22    30    7    32    4    20    25    27    29    19    17    16    3    14    
1    18    31    12    15    26    6    28    24    11    10    8    9    13    5    21    2    23    22    30    7    32    4    20    25    27    29    19    17    16    3    14    
1    18    31    12    15    26    6    28    24    11    10    8    9    13    5    17    19    29    27    25    20    4    32    7    30    22    23    2    21    16    3    14    
1    18    31    12    15    26    6    28    24    11    10    8    9    13    5    17    19    29    27    25    20    4    32    7    30    22    23    2    21    16    3    14    
1    18    31    12    15    26    6    28    24    11    10    8    9    13    5    17    19    29    27    25    20    4    23    32    7    30    22    2    21    16    3    14    
1    18    31    12    15    26    6    28    24    11    10    8    9    13    5    17    19    29    27    25    20    4    23    32    7    30    22    2    21    16    3    14    
1    18    31    12    15    26    6    28    24    11    10    8    9    13    5    17    19    29    27    25    20    4    23    32    7    30    22    2    21    16    3    14    
